line_id,ord_id,ord_type,prod_id,quan,u_price,disc_pct,ret_q,ret_dt,rcv_q,rcv_dt,qual_rt,status,crt_dt
825,318,PO,9,56,861.0349843,0.21,0,,,,,Submitted,2025-02-20
826,193,PO,10,28,526.9512384,0.33,0,,,,,Shipped,2025-02-20
827,130,PO,47,6,632.548803,0.23,0,,,,,Shipped,2025-05-14
828,55,PO,58,20,304.5240211,0.55,0,,,,,Cancelled,2025-05-14
829,434,SO,95,92,409.9328008,0.92,0,,,,,Draft,2025-05-14
830,392,SO,46,83,348.8878085,0.06,0,,,,,Received,2025-04-25
831,112,PO,95,74,826.1939279,0.52,0,,,,,Draft,2025-04-25
832,128,PO,59,91,103.8281529,0.38,0,,,,,Shipped,2025-04-12
833,152,PO,99,62,592.2148215,0.16,0,,,,,Draft,2025-04-12
834,7,SO,45,79,340.3938168,0.69,0,,,,,Completed,2025-04-12
835,392,PO,55,20,800.107407,0.83,0,,,,,Received,2025-12-17
836,477,PO,97,59,365.5692378,0.83,0,,,,,Shipped,2025-12-17
837,59,PO,78,89,41.42931151,0.85,0,,,,,Completed,2025-01-10
838,414,PO,60,48,684.2249219,0.29,0,,,,,Received,2025-01-10
839,444,SO,70,4,104.5970304,0.30,0,,,,,Received,2025-01-10
840,266,PO,75,60,564.3581572,0.49,0,,,,,Cancelled,2025-01-10
841,401,SO,47,35,34.6630966,0.25,0,,,,,Submitted,2025-01-10
842,51,SO,7,24,146.0088623,0.06,0,,,,,Shipped,2025-03-09
843,398,PO,1,99,681.2491522,0.82,0,,,,,Pending,2025-03-09
844,181,PO,5,74,828.9659841,0.74,0,,,,,Received,2025-07-08
845,399,PO,42,57,316.8814106,0.35,0,,,,,Pending,2025-07-08
846,320,SO,84,17,127.5695031,0.51,0,,,,,Cancelled,2025-11-30
847,454,PO,100,16,658.9260895,0.18,0,,,,,Submitted,2025-11-30
848,448,PO,79,12,462.2890246,0.74,0,,,,,Draft,2025-02-12
849,395,PO,20,32,495.0547518,0.73,0,,,,,Draft,2025-02-12
850,205,SO,4,98,202.6736869,0.56,0,,,,,Cancelled,2025-02-12
851,104,PO,8,64,806.6015354,0.08,0,,,,,Submitted,2025-02-12
852,267,SO,32,19,935.6951574,0.78,0,,,,,Draft,2025-02-12
853,492,SO,10,26,658.8418179,0.07,0,,,,,Draft,2025-10-10
854,340,SO,52,95,424.0497351,0.05,0,,,,,Shipped,2025-10-10
855,499,SO,87,16,425.291716,0.63,0,,,,,Shipped,2025-10-10
856,151,PO,34,63,72.87016488,0.26,0,,,,,Submitted,2025-09-14
857,467,SO,41,74,18.38566868,0.01,0,,,,,Draft,2025-09-14
858,454,SO,66,29,238.3782504,0.16,0,,,,,Submitted,2025-09-14
859,72,SO,10,99,485.7531462,0.03,0,,,,,Submitted,2025-09-14
860,321,SO,84,78,201.7587364,0.82,0,,,,,Shipped,2025-09-14
861,381,PO,26,26,514.8210489,0.44,0,,,,,Received,2025-03-20
862,458,PO,95,35,675.0567883,0.75,0,,,,,Submitted,2025-03-20
863,120,SO,43,69,374.282098,0.32,0,,,,,Completed,2025-03-20
864,426,SO,99,68,897.9220364,0.25,0,,,,,Received,2025-03-20
865,437,PO,82,74,555.3778091,0.40,0,,,,,Submitted,2025-08-12
866,415,SO,45,34,584.8925822,0.63,0,,,,,Pending,2025-08-12
867,393,PO,17,36,695.8654312,0.95,0,,,,,Received,2025-08-12
868,358,SO,75,35,568.6094984,0.12,0,,,,,Received,2025-08-12
869,307,PO,61,22,252.506291,0.42,0,,,,,Pending,2025-09-11
870,250,PO,16,50,96.47780424,0.54,0,,,,,Pending,2025-12-31
871,343,PO,73,12,202.0955911,0.39,0,,,,,Draft,2025-12-31
872,265,SO,72,6,534.0699161,0.04,0,,,,,Cancelled,2025-12-31
873,314,SO,51,67,805.2383661,0.07,0,,,,,Received,2025-12-31
874,318,SO,68,94,130.8545494,0.46,0,,,,,Shipped,2025-03-15
875,38,SO,11,4,60.67761815,0.65,0,,,,,Shipped,2025-02-19
876,165,PO,23,3,451.1027673,0.15,0,,,,,Shipped,2025-02-19
877,72,PO,97,84,951.0373415,0.63,0,,,,,Pending,2025-02-19
878,349,PO,77,73,769.1775445,0.76,0,,,,,Draft,2025-01-28
879,414,SO,40,47,364.0194343,0.50,0,,,,,Pending,2025-03-05
880,216,PO,98,20,893.5776553,0.19,0,,,,,Shipped,2025-09-18
881,368,PO,13,34,737.6791376,0.30,0,,,,,Draft,2025-12-31
882,322,PO,58,8,503.4343677,0.83,0,,,,,Completed,2025-10-23
883,410,PO,1,81,986.310798,0.39,0,,,,,Completed,2025-10-23
884,229,SO,45,52,655.6262805,0.31,0,,,,,Cancelled,2025-10-23
885,297,PO,31,25,217.2459187,0.98,0,,,,,Cancelled,2025-12-20
886,2,PO,5,96,916.8847809,0.31,0,,,,,Draft,2025-12-20
887,233,PO,35,80,641.6609011,0.66,0,,,,,Received,2025-12-27
888,463,PO,32,37,875.4377272,0.81,0,,,,,Pending,2025-12-27
889,423,SO,66,44,48.10242742,0.78,0,,,,,Draft,2025-12-27
890,203,PO,48,79,138.7319106,0.77,0,,,,,Shipped,2025-12-27
891,396,SO,94,45,270.2777217,0.19,0,,,,,Completed,2025-09-01
892,65,PO,60,63,391.0646048,0.64,0,,,,,Received,2025-09-01
893,465,SO,54,11,405.7647629,0.69,0,,,,,Submitted,2025-09-16
894,290,SO,87,39,496.6397314,0.90,0,,,,,Received,2025-09-16
895,407,SO,13,3,685.3372701,0.08,0,,,,,Pending,2025-09-16
896,237,SO,57,25,834.3740656,0.45,0,,,,,Draft,2025-07-20
897,284,SO,63,69,49.85969201,0.46,0,,,,,Shipped,2025-04-16
898,39,PO,58,84,151.0633069,0.97,0,,,,,Received,2025-04-16
899,423,PO,59,18,750.1043491,0.80,0,,,,,Cancelled,2025-04-16
900,331,SO,1,85,845.2542714,0.23,0,,,,,Cancelled,2025-04-20
901,254,SO,76,37,871.9124299,0.42,0,,,,,Submitted,2025-02-27
902,224,PO,96,22,136.9587284,0.06,0,,,,,Draft,2025-09-16
903,447,PO,97,30,223.0305139,0.45,0,,,,,Completed,2025-09-16
904,46,SO,77,72,445.4135465,0.06,0,,,,,Cancelled,2025-09-16
905,370,SO,51,27,757.4891716,0.37,0,,,,,Received,2025-09-16
906,168,PO,12,20,161.2928325,0.83,0,,,,,Cancelled,2025-09-13
907,95,PO,68,24,807.9694582,0.02,0,,,,,Submitted,2025-09-13
908,326,SO,85,84,49.58583184,0.89,0,,,,,Received,2025-09-13
909,277,PO,22,26,136.2602754,0.89,0,,,,,Shipped,2025-09-13
910,39,SO,77,35,708.8724909,0.59,0,,,,,Completed,2025-03-05
911,282,PO,54,26,877.3133668,0.46,0,,,,,Completed,2025-03-05
912,331,PO,51,88,811.682725,0.19,0,,,,,Shipped,2025-03-05
913,253,SO,73,69,164.8387613,0.28,0,,,,,Submitted,2025-05-12
914,311,SO,9,38,494.3666076,0.87,0,,,,,Cancelled,2025-03-23
915,144,PO,57,38,797.7686442,0.11,0,,,,,Pending,2025-03-23
916,496,SO,4,11,4.409158573,0.25,0,,,,,Completed,2025-03-23
917,487,PO,15,74,89.78786688,0.14,0,,,,,Completed,2025-03-23
918,148,SO,89,47,64.99416478,0.60,0,,,,,Draft,2025-12-26
919,354,PO,76,6,781.6527671,0.46,0,,,,,Shipped,2025-12-26
920,298,PO,41,73,913.0857899,0.28,0,,,,,Draft,2025-12-26
921,402,PO,49,15,971.980532,0.06,0,,,,,Pending,2025-12-26
922,375,PO,83,8,406.204038,0.53,0,,,,,Completed,2025-10-17
923,24,SO,55,73,711.0087567,0.55,0,,,,,Pending,2025-10-17
924,286,PO,26,24,287.89832,0.36,0,,,,,Shipped,2025-10-17
925,122,SO,8,74,618.5329446,0.33,0,,,,,Received,2025-03-28
926,332,SO,66,88,731.7733916,0.51,0,,,,,Received,2025-03-28
927,211,SO,39,80,437.4969844,0.52,0,,,,,Draft,2025-03-28
928,260,SO,77,87,743.5202368,0.53,0,,,,,Draft,2025-03-28
929,79,PO,32,8,264.8227614,0.36,0,,,,,Pending,2025-03-28
930,84,SO,6,62,250.1034756,0.93,0,,,,,Shipped,2025-06-30
931,144,PO,43,43,647.9392436,0.26,0,,,,,Draft,2025-06-30
932,244,PO,31,43,621.0319586,0.53,0,,,,,Draft,2025-06-30
933,195,PO,50,78,276.6423514,0.82,0,,,,,Received,2025-06-30
934,376,PO,69,88,590.0926367,0.44,0,,,,,Completed,2025-06-30
935,141,PO,26,70,503.5526873,0.34,0,,,,,Pending,2025-05-12
936,9,SO,66,34,734.2862744,0.99,0,,,,,Cancelled,2025-05-12
937,452,PO,8,29,901.3261316,0.65,0,,,,,Submitted,2025-05-12
938,196,PO,29,29,742.8184005,0.14,0,,,,,Received,2025-05-12
939,306,SO,60,96,910.3265935,0.11,0,,,,,Received,2025-07-28
940,421,SO,12,20,111.3458974,0.91,0,,,,,Submitted,2025-07-28
941,154,SO,87,81,886.7299715,0.83,0,,,,,Shipped,2025-06-20
942,471,SO,9,69,829.3620742,0.90,0,,,,,Draft,2025-06-20
943,483,SO,18,37,458.658197,0.77,0,,,,,Completed,2025-12-25
944,300,PO,1,30,311.3464127,0.79,0,,,,,Submitted,2025-12-25
945,112,SO,79,100,608.2302141,0.01,0,,,,,Received,2025-12-25
946,212,SO,59,47,740.4600869,0.04,0,,,,,Cancelled,2025-12-25
947,96,SO,71,99,782.27798,0.45,0,,,,,Submitted,2025-02-17
948,259,SO,11,55,148.1136856,0.03,0,,,,,Received,2025-02-17
949,460,PO,33,37,196.4482121,0.89,0,,,,,Cancelled,2025-02-17
950,349,SO,92,25,710.2692972,0.83,0,,,,,Cancelled,2025-02-17
951,425,PO,98,86,329.6592618,0.85,0,,,,,Received,2025-02-17
952,206,PO,53,21,684.0914193,0.46,0,,,,,Received,2025-11-19
953,312,PO,65,78,42.19629494,0.10,0,,,,,Shipped,2025-11-19
954,77,PO,21,11,184.3833001,0.91,0,,,,,Shipped,2025-11-19
955,53,SO,55,33,315.5205445,0.74,0,,,,,Shipped,2025-01-24
956,244,PO,88,95,171.6119521,0.40,0,,,,,Cancelled,2025-01-24
957,465,PO,65,46,970.1789384,0.03,0,,,,,Completed,2025-05-26
958,223,SO,8,23,921.3399939,0.31,0,,,,,Completed,2025-05-26
959,165,SO,39,37,925.6933832,0.67,0,,,,,Cancelled,2025-05-26
960,186,SO,38,85,213.2687118,0.95,0,,,,,Draft,2025-05-26
961,361,PO,91,92,319.2731449,0.10,0,,,,,Cancelled,2025-05-26
962,35,PO,42,9,127.2110389,0.08,0,,,,,Pending,2025-09-19
963,97,PO,73,22,685.5425336,0.72,0,,,,,Draft,2025-06-24
964,266,PO,21,90,789.1261959,0.76,0,,,,,Received,2025-06-24
965,93,SO,32,63,144.7503897,0.31,0,,,,,Shipped,2025-05-30
966,241,PO,42,19,564.4659257,0.45,0,,,,,Completed,2025-05-30
967,9,PO,43,77,270.289216,0.47,0,,,,,Pending,2025-05-30
968,366,SO,96,9,955.7297685,0.83,0,,,,,Cancelled,2025-05-30
969,243,SO,58,99,766.5916317,0.71,0,,,,,Draft,2025-07-29
970,393,SO,76,34,999.1549396,0.60,0,,,,,Cancelled,2025-07-29
971,317,SO,43,97,935.002407,0.64,0,,,,,Cancelled,2025-02-15
972,226,PO,6,88,960.3536631,0.71,0,,,,,Cancelled,2025-02-15
973,448,PO,70,20,928.0862632,0.07,0,,,,,Cancelled,2025-02-15
974,281,PO,23,75,54.55653388,0.41,0,,,,,Pending,2025-02-15
975,18,SO,64,43,172.6870474,0.68,0,,,,,Completed,2025-04-26
976,141,SO,41,46,233.6526616,0.59,0,,,,,Draft,2025-04-26
977,152,SO,18,54,900.1946373,0.52,0,,,,,Submitted,2025-04-26
978,86,PO,41,94,524.7869583,0.53,0,,,,,Received,2025-04-26
979,319,PO,17,81,170.8123182,0.38,0,,,,,Draft,2025-04-26
980,63,PO,91,14,224.8594424,0.73,0,,,,,Completed,2025-01-28
981,98,PO,64,74,969.6929934,0.25,0,,,,,Shipped,2025-01-28
982,49,PO,99,16,468.4701451,0.44,0,,,,,Shipped,2025-01-28
983,32,PO,42,90,129.7868288,0.96,0,,,,,Completed,2025-01-28
984,335,SO,39,82,325.895677,0.14,0,,,,,Draft,2025-06-20
985,249,PO,92,12,882.9085715,0.15,0,,,,,Submitted,2025-06-20
986,70,SO,32,46,950.4192992,0.39,0,,,,,Received,2025-07-08
987,6,SO,38,42,531.3021656,0.67,0,,,,,Shipped,2025-07-08
988,8,PO,62,41,194.2420768,0.80,0,,,,,Shipped,2025-07-08
989,419,SO,21,6,981.8919576,0.38,0,,,,,Cancelled,2025-07-08
990,45,PO,21,59,128.3813497,0.41,0,,,,,Cancelled,2025-02-16
991,439,PO,13,37,0.1297712964,0.42,0,,,,,Shipped,2025-10-30
992,266,SO,45,72,629.1388784,0.98,0,,,,,Cancelled,2025-10-30
993,89,SO,4,16,966.1625219,0.08,0,,,,,Pending,2025-10-30
994,174,PO,61,22,492.2483488,0.85,0,,,,,Pending,2025-10-30
995,241,SO,27,42,489.8704613,0.65,0,,,,,Submitted,2025-10-30
996,473,PO,79,58,781.6648154,0.18,0,,,,,Submitted,2025-07-21
997,494,PO,16,39,440.7021959,0.21,0,,,,,Received,2025-07-21
998,126,PO,82,11,454.7406933,0.26,6,2025-07-26,,,,Cancelled,2025-07-21
999,259,SO,86,24,141.3200597,0.38,0,,,,,Submitted,2025-07-21
1000,235,PO,7,29,886.4692578,0.57,0,,,,,Draft,2025-07-21
1001,280,SO,26,41,669.6614107,0.15,0,,,,,Submitted,2025-08-03
1002,193,SO,99,41,165.4190209,0.72,0,,,,,Draft,2025-08-03
1003,498,SO,23,99,311.5282501,0.41,0,,,,,Received,2025-08-03
1004,146,SO,14,6,891.4088268,0.13,0,,,,,Draft,2025-08-03
1005,203,PO,33,52,245.2806227,0.16,0,,,,,Received,2025-10-08
1006,465,PO,22,18,373.9828165,0.37,0,,,,,Draft,2025-10-08
1007,166,PO,94,92,952.2925118,0.63,0,,,,,Received,2025-10-08
1008,12,PO,99,58,331.0660999,0.79,0,,,,,Shipped,2025-10-08
1009,59,SO,50,91,702.8195213,0.00,0,,,,,Shipped,2025-10-08
1010,94,PO,44,7,404.1657907,0.90,0,,,,,Cancelled,2025-02-17
1011,216,SO,86,14,728.7422604,0.30,0,,,,,Received,2025-07-03
1012,442,PO,52,4,541.1048026,0.44,0,,,,,Draft,2025-07-03
1013,246,PO,31,18,464.8253242,0.92,0,,,,,Draft,2025-07-03
1014,397,PO,13,1,816.1393394,0.71,0,,,,,Draft,2025-11-13
1015,266,PO,65,76,11.83298162,0.96,0,,,,,Cancelled,2025-10-31
1016,82,PO,64,96,842.6426427,0.70,0,,,,,Completed,2025-10-31
1017,109,PO,30,65,881.8603849,0.07,0,,,,,Shipped,2025-10-31
1018,377,SO,45,46,133.1866933,0.56,0,,,,,Cancelled,2025-10-31
1019,211,PO,24,46,152.9839146,0.28,0,,,,,Shipped,2025-07-09
1020,133,PO,44,23,639.2987884,0.18,10,2025-08-09,,,,Completed,2025-07-09
1021,477,PO,87,67,551.8486744,0.94,0,,,,,Received,2025-04-22
1022,195,SO,86,26,87.51293101,0.21,0,,,,,Received,2025-03-01
1023,4,SO,69,94,254.7571483,0.23,0,,,,,Cancelled,2025-03-01
1024,4,PO,59,79,464.3004594,0.85,0,,,,,Shipped,2025-03-01
1025,43,SO,71,53,546.4895292,0.76,0,,,,,Completed,2025-03-01
1026,214,SO,35,27,200.4062901,0.13,0,,,,,Cancelled,2025-03-01
1027,106,SO,2,44,988.3896725,0.39,0,,,,,Completed,2025-12-08
1028,53,PO,35,58,891.0089459,0.09,9,2025-04-02,,,,Submitted,2025-03-24
1029,65,PO,94,72,650.7262435,0.69,3,2025-04-06,,,,Submitted,2025-03-24
1030,16,SO,45,86,153.568601,0.91,0,,,,,Received,2025-03-24
1031,268,SO,27,42,877.1544371,0.55,0,,,,,Submitted,2025-12-12
1032,369,SO,48,45,877.4524587,0.95,0,,,,,Cancelled,2025-12-12
1033,133,SO,49,22,230.0461496,0.05,0,,,,,Pending,2025-07-09
1034,139,PO,68,72,331.2843195,0.54,0,,,,,Completed,2025-04-14
1035,381,PO,63,46,863.9399979,0.22,0,,,,,Cancelled,2025-04-14
1036,460,PO,3,6,553.9291821,0.34,0,,,,,Shipped,2025-04-14
1037,84,PO,40,19,880.4278357,0.80,0,,,,,Received,2025-01-29
1038,318,SO,100,86,117.1984205,0.63,0,,,,,Received,2025-01-29
1039,315,SO,7,45,912.1031526,0.13,0,,,,,Draft,2025-03-13
1040,464,SO,76,69,682.4712187,0.53,0,,,,,Cancelled,2025-03-13
1041,465,SO,91,98,587.0401362,0.62,0,,,,,Received,2025-03-13
1042,191,SO,63,62,14.82581575,0.88,0,,,,,Pending,2025-03-13
1043,261,PO,53,20,850.5621613,0.99,0,,,,,Completed,2025-12-16
1044,195,SO,72,65,17.93596719,0.80,0,,,,,Submitted,2025-04-11
1045,311,PO,69,70,720.3369373,0.61,0,,,,,Submitted,2025-04-11
1046,219,PO,11,73,427.5161358,0.37,0,,,,,Draft,2025-04-11
1047,335,SO,32,33,667.262895,0.93,0,,,,,Received,2025-04-11
1048,387,SO,25,59,582.718514,1.00,0,,,,,Completed,2025-08-17
1049,340,SO,45,51,831.9804501,0.14,0,,,,,Draft,2025-08-17
1050,14,PO,92,66,981.4491556,0.53,0,,,,,Pending,2025-08-17
1051,293,SO,28,13,979.5638943,0.49,0,,,,,Cancelled,2025-08-17
1052,461,SO,99,97,430.5548066,0.85,0,,,,,Pending,2025-08-13
1053,88,SO,10,74,878.064814,0.68,0,,,,,Draft,2025-08-13
1054,379,SO,6,44,604.3379038,0.60,0,,,,,Draft,2025-02-04
1055,27,PO,68,8,465.7507614,0.19,0,,,,,Completed,2025-02-04
1056,471,SO,35,77,819.6124907,0.22,0,,,,,Completed,2025-02-04
1057,351,PO,31,59,193.4014395,0.50,0,,,,,Completed,2025-02-04
1058,61,SO,74,78,182.8683284,0.29,0,,,,,Pending,2025-08-22
1059,72,SO,96,13,628.8037859,0.17,0,,,,,Draft,2025-08-05
1060,139,PO,44,22,841.0421613,0.45,0,,,,,Submitted,2025-07-31
1061,262,SO,40,57,268.1654112,0.16,0,,,,,Submitted,2025-03-04
1062,102,SO,44,20,513.5050685,0.04,0,,,,,Submitted,2025-03-04
1063,256,PO,80,62,381.707561,0.51,0,,,,,Completed,2025-03-04
1064,498,PO,30,58,456.3887592,0.46,0,,,,,Shipped,2025-03-04
1065,214,SO,41,86,136.9930056,0.94,0,,,,,Cancelled,2025-03-04
1066,181,PO,50,29,434.1455984,0.12,0,,,,,Completed,2025-08-16
1067,220,SO,17,56,593.0046826,0.95,0,,,,,Submitted,2025-08-16
1068,183,SO,66,44,585.7396152,0.14,0,,,,,Draft,2025-11-26
1069,321,PO,87,5,980.6574248,0.35,0,,,,,Received,2025-11-26
1070,489,PO,17,78,478.2056475,0.91,0,,,,,Pending,2025-11-26
1071,413,SO,71,36,911.9600926,0.90,0,,,,,Pending,2025-11-26
1072,324,PO,100,47,358.2114342,0.39,0,,,,,Cancelled,2025-05-04
1073,30,SO,33,9,361.7410843,0.51,0,,,,,Received,2025-12-04
1074,457,SO,70,95,128.0707749,0.48,0,,,,,Submitted,2025-01-16
1075,347,PO,63,29,904.616543,0.73,0,,,,,Draft,2025-01-16
1076,278,PO,11,20,887.3560626,0.88,0,,,,,Cancelled,2025-01-16
1077,492,PO,12,25,368.2597768,0.62,0,,,,,Shipped,2025-01-16
1078,106,SO,14,78,761.4506191,0.46,0,,,,,Completed,2025-11-12
1079,295,SO,36,32,775.1858969,0.12,0,,,,,Draft,2025-11-12
1080,141,SO,18,64,966.2906069,0.46,6,2025-02-23,,,,Completed,2025-01-30
1081,300,SO,41,80,822.9847171,0.21,0,,,,,Completed,2025-01-30
1082,340,SO,96,45,682.0235176,0.50,0,,,,,Completed,2025-01-30
1083,310,SO,6,45,721.6346587,0.48,0,,,,,Completed,2025-12-13
1084,50,PO,81,29,890.8344825,0.21,0,,,,,Cancelled,2025-10-09
1085,159,PO,25,39,631.2466765,0.53,0,,,,,Cancelled,2025-10-09
1086,236,SO,93,14,204.8611797,0.27,0,,,,,Pending,2025-10-09
1087,384,SO,1,39,279.98675,0.24,0,,,,,Submitted,2025-04-07
1088,248,SO,97,81,213.6624831,0.80,0,,,,,Received,2025-04-07
1089,134,PO,84,8,286.2956338,0.78,0,,,,,Pending,2025-04-07
1090,203,SO,10,81,627.4745892,0.30,0,,,,,Submitted,2025-04-07
1091,281,PO,7,4,848.7799212,0.41,0,,,,,Shipped,2025-04-07
1092,266,SO,7,88,608.4593939,0.94,0,,,,,Cancelled,2025-03-18
1093,116,SO,6,49,528.8285853,0.98,0,,,,,Cancelled,2025-07-28
1094,428,PO,37,91,58.92324832,0.86,0,,,,,Pending,2025-07-28
1095,83,SO,27,96,953.277095,0.09,0,,,,,Received,2025-07-28
1096,305,SO,6,69,180.2882436,0.54,0,,,,,Pending,2025-08-14
1097,204,SO,65,94,166.0871342,0.04,0,,,,,Draft,2025-08-14
1098,88,SO,97,65,502.282742,0.28,0,,,,,Submitted,2025-08-14
1099,185,SO,88,51,708.4469818,0.90,0,,,,,Submitted,2025-08-14
1100,52,SO,56,31,496.8612393,0.43,0,,,,,Received,2025-08-14
1101,284,PO,62,85,95.96533113,0.57,0,,,,,Shipped,2025-01-12
1102,167,PO,90,6,289.865574,0.35,0,,,,,Received,2025-01-12
1103,49,SO,100,46,370.3935646,0.22,0,,,,,Completed,2025-01-12
1104,196,SO,14,33,335.128079,0.21,0,,,,,Submitted,2025-11-21
1105,153,SO,74,50,652.8579767,0.07,0,,,,,Shipped,2025-11-21
1106,41,SO,11,43,955.943173,0.27,0,,,,,Submitted,2025-11-21
1107,248,PO,47,6,827.8267819,0.74,0,,,,,Draft,2025-11-21
1108,326,SO,51,67,638.5741388,0.22,0,,,,,Received,2025-07-19
1109,133,SO,15,17,494.5175055,0.60,0,,,,,Completed,2025-07-19
1110,128,SO,95,75,898.3176419,0.40,0,,,,,Pending,2025-07-19
1111,414,PO,39,24,378.3320973,0.37,0,,,,,Draft,2025-07-19
1112,221,PO,28,64,462.8465083,0.43,0,,,,,Draft,2025-07-19
1113,256,SO,47,5,382.9780069,0.96,0,,,,,Pending,2025-08-23
1114,48,PO,66,4,727.9437962,0.69,0,,,,,Pending,2025-08-23
1115,494,SO,29,19,158.6096803,0.07,0,,,,,Pending,2025-08-23
1116,222,SO,80,40,750.8029424,0.37,0,,,,,Completed,2025-04-21
1117,192,SO,20,92,377.6426647,0.32,0,,,,,Pending,2025-04-21
1118,83,SO,74,42,34.90354621,0.48,0,,,,,Pending,2025-03-31
1119,300,SO,87,95,153.518616,0.67,0,,,,,Completed,2025-10-22
1120,494,PO,34,71,622.8053925,0.31,0,,,,,Pending,2025-05-29
1121,280,SO,45,47,154.9212575,0.57,0,,,,,Submitted,2025-05-29
1122,222,SO,10,41,409.385898,0.21,0,,,,,Pending,2025-05-29
1123,168,SO,58,83,795.6753503,0.29,0,,,,,Completed,2025-06-15
1124,454,PO,24,90,494.0560761,0.05,0,,,,,Completed,2025-06-15
1125,149,PO,57,29,396.3421613,0.37,0,,,,,Received,2025-09-09
1126,175,SO,39,61,947.9282274,0.34,0,,,,,Draft,2025-09-09
1127,171,SO,76,35,785.519702,0.05,0,,,,,Shipped,2025-09-09
1128,25,PO,71,59,738.0007344,0.11,0,,,,,Completed,2025-02-27
1129,108,PO,49,85,445.8533348,0.66,0,,,,,Pending,2025-02-27
1130,499,SO,63,95,148.024926,0.67,0,,,,,Cancelled,2025-02-27
1131,168,SO,9,5,911.1758147,0.41,0,,,,,Cancelled,2025-02-27
1132,142,SO,38,92,803.3004135,0.03,0,,,,,Received,2025-02-27
1133,174,PO,30,88,727.0653757,0.61,0,,,,,Pending,2025-06-01
1134,392,PO,14,28,48.3121463,0.27,0,,,,,Submitted,2025-06-01
1135,155,PO,71,16,328.0994951,0.61,0,,,,,Draft,2025-06-19
1136,90,SO,83,79,661.5995174,0.13,0,,,,,Completed,2025-06-19
1137,313,PO,87,11,732.4788445,0.50,0,,,,,Received,2025-06-19
1138,240,SO,31,98,706.8881779,0.97,0,,,,,Completed,2025-05-05
1139,220,SO,61,13,970.4176349,0.81,0,,,,,Pending,2025-02-22
1140,296,PO,53,87,214.294304,0.17,0,,,,,Draft,2025-02-22
1141,196,SO,89,93,749.2771649,0.64,0,,,,,Pending,2025-02-22
1142,179,PO,98,25,626.930887,0.35,0,,,,,Shipped,2025-02-22
1143,154,SO,36,44,509.0289323,0.82,0,,,,,Pending,2025-02-22
1144,148,PO,40,68,818.7330384,0.81,0,,,,,Received,2025-11-11
1145,498,SO,43,99,870.0554871,0.55,0,,,,,Shipped,2025-11-11
1146,262,SO,35,58,536.625284,0.43,0,,,,,Submitted,2025-11-11
1147,133,SO,71,52,545.9499414,0.57,0,,,,,Pending,2025-04-27
1148,239,PO,82,73,407.7550714,0.10,0,,,,,Submitted,2025-12-27
1149,43,SO,39,58,251.8949325,0.84,0,,,,,Cancelled,2025-12-27
1150,288,SO,24,83,9.515591754,0.88,0,,,,,Pending,2025-12-27
1151,122,SO,93,54,540.0538166,0.93,0,,,,,Cancelled,2025-12-27
1152,138,SO,20,34,771.2027445,0.64,0,,,,,Completed,2025-12-27
1153,347,PO,15,80,33.48071569,0.96,0,,,,,Submitted,2025-05-07
1154,430,SO,8,36,771.7478677,0.84,0,,,,,Completed,2025-05-07
1155,115,PO,54,3,296.2639586,0.50,0,,,,,Cancelled,2025-05-26
1156,416,PO,64,93,444.0172401,0.64,0,,,,,Completed,2025-05-26
1157,416,PO,17,84,797.5016231,0.62,0,,,,,Cancelled,2025-05-26
1158,64,PO,64,72,184.2708902,0.72,0,,,,,Received,2025-05-26
1159,50,SO,37,69,718.4277167,0.89,0,,,,,Cancelled,2025-10-05
1160,166,PO,89,90,302.7548399,0.27,0,,,,,Submitted,2025-10-05
1161,439,SO,9,68,974.3575953,0.99,0,,,,,Received,2025-10-05
1162,84,PO,43,22,310.9145537,0.91,0,,,,,Pending,2025-10-05
1163,226,SO,54,26,925.5108676,0.68,0,,,,,Received,2025-10-05
1164,105,PO,71,39,410.8378405,0.66,0,,,,,Received,2025-07-07
1165,345,SO,43,90,123.2409033,0.24,0,,,,,Cancelled,2025-02-08
1166,485,PO,5,12,187.3662338,0.20,0,,,,,Completed,2025-02-08
1167,334,PO,56,73,761.4160473,0.68,0,,,,,Completed,2025-02-08
1168,182,PO,29,6,872.5801883,0.89,0,,,,,Draft,2025-02-08
1169,26,SO,1,36,597.9458527,0.53,0,,,,,Cancelled,2025-03-30
1170,197,SO,18,100,391.4178219,0.20,0,,,,,Shipped,2025-03-30
1171,216,SO,50,92,190.6437991,0.27,0,,,,,Cancelled,2025-02-14
1172,239,PO,46,87,457.0047307,0.48,0,,,,,Pending,2025-06-14
1173,365,PO,68,9,707.3006148,0.56,0,,,,,Submitted,2025-06-14
1174,435,SO,94,11,781.4570374,0.79,0,,,,,Cancelled,2025-06-14
1175,285,SO,56,51,65.17772598,0.84,0,,,,,Draft,2025-06-14
1176,379,SO,86,50,534.6954413,0.91,0,,,,,Shipped,2025-02-21
1177,84,PO,98,57,113.9043008,0.40,0,,,,,Pending,2025-02-21
1178,273,SO,8,63,318.0285694,0.57,0,,,,,Pending,2025-02-21
1179,68,SO,37,91,272.3905129,0.64,0,,,,,Submitted,2025-02-21
1180,108,SO,69,93,434.4046053,0.90,0,,,,,Draft,2025-01-19
1181,303,SO,100,67,879.8908751,0.23,0,,,,,Submitted,2025-12-12
